Country Name,Event,Language,Region,annotation_id,no GG detected,region_specification,Theme_Combined,Year,Cumulative CO2,GDP_capita,Annual_Capita_CO2_Consumption,HDI,HDI_Level,LDC,SIDS
Estonia,COP28,en,Europe,522,Yes,,NG,2022,0.0933311,28247.095992497,7.77628,0.899,Very High,No,No
Finland,COP28,en,Europe,523,Yes,,NG,2022,0.1840491,50871.9304508821,6.5267396,0.942,Very High,No,No
Ireland,COP28,en,Europe,529,Yes,,NG,2022,0.12985232,103983.29133582,7.7211185,0.95,Very High,No,No
Liechtenstein,COP28,en,Europe,539,Yes,,NG,2022,0.0005483788,197504.548936258,3.8097827,0.942,Very High,No,No
Malta,COP28,en,Europe,543,Yes,,NG,2022,0.0060534556,34127.5105566356,3.1035979,0.915,Very High,No,No
Netherlands,COP28,en,Europe,550,Yes,,NG,2022,0.6780269,57025.01245598,7.1372175,0.946,Very High,No,No
North Macedonia,COP28,en,Europe,553,Yes,,NG,2022,0.029666785,6591.47131411961,3.6245701,0.765,High,No,No
Romania,COP28,en,Europe,557,Yes,,NG,2022,0.49261692,15786.8017421977,3.739777,0.827,Very High,No,No
Slovakia,COP28,en,Europe,564,Yes,,NG,2022,0.22384347,21256.8084273666,6.051555,0.855,Very High,No,No
Slovenia,COP28,en,Europe,565,Yes,,NG,2022,0.050021242,28439.3340989687,5.9979916,0.926,Very High,No,No
Andorra,COP28,translated,Europe,590,Yes,,NG,2022,0.00088510854,41992.7727779758,4.6171236,0.884,Very High,No,No
Liechtenstein,COP24,en,Europe,37,,,S_dom,2018,0.0005615295,175286.679024684,3.7416568,0.942,Very High,No,No
Russian Federation,COP24,translated,Europe,85,,,S_dom,2018,,11287.3544921875,,0.821,Very High,No,No
Portugal,COP25,en,Europe,151,,,S_dom,2019,0.15453725,23330.817288932,4.6155887,0.874,Very High,No,No
Bulgaria,COP26,en,Europe,246,,,S_dom,2021,0.22299454,12219.3418706779,6.140389,0.799,High,No,No
Luxembourg,COP26,translated,Europe,344,,,S_dom,2021,0.043898005,133711.794435985,13.18523,0.927,Very High,No,No
Croatia,COP28,en,Europe,516,,,S_dom,2022,0.06466795,18570.4039968345,4.348515,0.878,Very High,No,No
Latvia,COP28,en,Europe,537,,,S_dom,2022,0.054399364,21779.5042572825,3.561689,0.879,Very High,No,No
Hungary,COP28,en,Europe,527,,,S_dom AG,2022,0.2880225,18390.1849993244,4.449911,0.851,Very High,No,No
Moldova,COP28,en,Europe,545,,,S_dom W_int,2022,0.07608996,5714.43048840294,1.6565942,0.763,High,No,No
North Macedonia,COP24,en,Europe,39,,,S_int,2018,0.030492885,6108.73917044261,3.156833,0.765,High,No,No
Romania,COP24,en,Europe,48,,,S_int,2018,0.5182902,12494.4235789649,4.0944867,0.827,Very High,No,No
Lithuania,COP25,en,Europe,137,,,S_int,2019,0.09258861,19615.5491450175,4.800764,0.879,Very High,No,No
Norway,COP25,en,Europe,148,,,S_int,2019,0.15550275,76430.5889473338,8.001257,0.966,Very High,No,No
Austria,COP26,en,Europe,233,,,S_int,2021,0.3211149,53517.8904509612,7.3994617,0.926,Very High,No,No
Belgium,COP26,en,Europe,240,,,S_int,2021,0.7285362,51850.3971840229,8.23914,0.942,Very High,No,No
Denmark,COP26,en,Europe,251,,,S_int,2021,0.23696843,69268.6517983134,5.057577,0.952,Very High,No,No
Estonia,COP26,en,Europe,255,,,S_int,2021,0.09473457,27943.701219882,7.8421664,0.899,Very High,No,No
Iceland,COP26,en,Europe,265,,,S_int,2021,0.009266296,68710.2442005473,9.477966,0.959,Very High,No,No
Latvia,COP26,en,Europe,274,,,S_int,2021,0.055183932,20930.3982374189,3.863811,0.879,Very High,No,No
Liechtenstein,COP26,en,Europe,276,,,S_int,2021,0.0005514777,197504.548936258,3.7350607,0.942,Very High,No,No
Russian Federation,COP26,en,Europe,294,,,S_int,2021,,12532.05078125,11.79849,0.821,Very High,No,No
Spain,COP26,translated,Europe,331,,,S_int,2021,0.867291,30488.8209528797,4.849112,0.911,Very High,No,No
Andorra,COP26,translated,Europe,333,,,S_int,2021,0.0008828138,42072.3194231234,4.5922055,0.884,Very High,No,No
Liechtenstein,COP27,en,Europe,438,,,S_int,2022,0.0005483788,197504.548936258,3.8097827,0.942,Very High,No,No
Moldova,COP27,en,Europe,443,,,S_int,2022,0.07608996,5714.43048840294,1.6565942,0.763,High,No,No
